"id","author_id","work_title","work_type","venue_name","publication_date","citation_count","authors","source","source_url","import_time"
"work_0b900669c9dc8e4e56273681","person_a76207b3612fcd838c5d73c8","Direct Imaging discovery of a second planet candidate around the possibly transiting planet host CVSO 30","article","Springer Link (Chiba Institute of Technology)","2017-03-27",8,"[""T. O. B. Schmidt"", ""R. Neuhäuser"", ""César Briceño"", ""N. Vogt"", ""St. Raetz"", ""Andreas Seifahrt"", ""C. Ginski"", ""M. Mugrauer"", ""Sven Buder"", ""Christian Adam"", ""P. H. Hauschildt"", ""S. Witte"", ""Ch. Helling"", ""J. H. M. M. Schmitt""]","openalex","https://openalex.org/W3103877547","2026-06-15 16:11:21"
"work_87d91d2ff38ecced0465e5a5","person_a76207b3612fcd838c5d73c8","Effect of various types of thermochemical processing of sewage sludges on phosphorus speciation, solubility, and fertilization performance","journal-article","Waste Management","2017-04",82,"[""Daniel Steckenmesser"", ""Christian Vogel"", ""Christian Adam"", ""Diedrich Steffens""]","openalex+crossref","https://openalex.org/W2589738286","2026-06-15 16:10:16"
"work_228f770cd9451d77f442dd5d","person_a76207b3612fcd838c5d73c8","Phosphorus in recycling fertilizers - analytical challenges","journal-article","Environmental Research","2017-05",48,"[""Oliver Krüger"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2598813082","2026-06-15 16:10:21"
"work_1dc08b1d315a886253d50ec8","person_a76207b3612fcd838c5d73c8","Characterization of phosphorus compounds in soils by deep ultraviolet (DUV) Raman microspectroscopy","journal-article","Journal of Raman Spectroscopy","2017-06",21,"[""Christian Vogel"", ""M. Ramsteiner"", ""Ryo Sekine"", ""Ashlea Doolette"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2586438612","2026-06-15 16:10:48"
"work_bcb617e1f5cc8df0a8366af1","person_a76207b3612fcd838c5d73c8","Radial velocity measurements and orbit determination of eight single‐lined spectroscopic binary systems","journal-article","Astronomische Nachrichten","2017-07",13,"[""Richard J. Bischoff"", ""M. Mugrauer"", ""T. Zehe"", ""D. Wöckel"", ""A. Pannicke"", ""Oliver Lux"", ""D. Wagner"", ""T. Heyne"", ""Christian Adam"", ""R. Neuhäuser""]","openalex+crossref","https://openalex.org/W2736671134","2026-06-15 16:11:16"
"work_6b8ec108326cee67683133a8","person_a76207b3612fcd838c5d73c8","Effect of Leaching on the Surface Mineralogy of Steel Slags","article","","2017-08-14",0,"[""Simone Neuhold"", ""Daniel Höllen"", ""J.J. Dijkstra"", ""A. van Zomeren"", ""Christian Adam"", ""B. Adamczyk"", ""Christian Vogel"", ""Johann G. Raith""]","openalex","https://openalex.org/W2746080874","2026-06-15 16:12:00"
"work_154f509b09fab5acd1a54aa8","person_a76207b3612fcd838c5d73c8","Determination of chromium (VI) in primary and secondary fertilizer and their respective precursors","journal-article","Chemosphere","2017-09",35,"[""Oliver Krüger"", ""Francesca Fiedler"", ""Christian Adam"", ""Christian Vogel"", ""Rainer Senz""]","openalex+crossref","https://openalex.org/W2610795846","2026-06-15 16:10:32"
"work_ed998b25cff45d5587cbf956","person_a76207b3612fcd838c5d73c8","Nanocrystalline and stacking-disordered <i>β</i> -cristobalite AlPO <sub>4</sub> chemically stabilized at room temperature: synthesis, physical characterization, and X-ray powder diffraction data","journal-article","Powder Diffraction","2017-09",4,"[""B. Peplinski"", ""Burkart Adamczyk"", ""Petr Formánek"", ""Christian F. Meyer"", ""Oliver Krüger"", ""Holger Scharf"", ""Stefan Reinsch"", ""Markus Ostermann"", ""Marianne Nofz"", ""Christian Jäger"", ""Christian Adam"", ""Franziska Emmerling""]","openalex+crossref","https://openalex.org/W2623958094","2026-06-15 16:11:28"
"work_e88119f2913e3579c4256d9c","person_a76207b3612fcd838c5d73c8","Phosphorus availability of sewage sludge‐based fertilizers determined by the diffusive gradients in thin films (DGT) technique","journal-article","Journal of Plant Nutrition and Soil Science","2017-10",42,"[""Christian Vogel"", ""Ryo Sekine"", ""Daniel Steckenmesser"", ""Enzo Lombi"", ""Diedrich Steffens"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2749205921","2026-06-15 16:10:23"
"work_eac790a4c90b56828506370f","person_a76207b3612fcd838c5d73c8","Plädoyer für eine epidemiologische Neuausrichtung der Implementationsforschung: Skizze einer Forschungsagenda","book-chapter","Perspektiven der Verwaltungswissenschaft","2018",3,"[""Christian Adam"", ""Christoph Knill""]","openalex+crossref","https://openalex.org/W2801713235","2026-06-15 16:11:30"
"work_6a841960e194c947e8cae191","person_a76207b3612fcd838c5d73c8","Performance of secondary P-fertilizers in pot experiments analyzed by phosphorus X-ray absorption near-edge structure (XANES) spectroscopy","journal-article","Ambio","2018-01",47,"[""Christian Vogel"", ""Camille Rivard"", ""Verena Wilken"", ""Andreas Muskolus"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2770720871","2026-06-15 16:10:22"
"work_074c9bea72edfd1793367e8d","person_a76207b3612fcd838c5d73c8","Herstellung neuer Düngemittelausgangsstoffe durch thermochemische Behandlung von Klärschlammaschen","article","","2018-01-01",0,"[""Hannes Herzel"", ""Stefan Anton Kugler"", ""T. Schaaf"", ""Christian Adam""]","openalex","https://openalex.org/W2901439584","2026-06-15 16:12:04"
"work_1cc9b478287f4a6befd2fc53","person_a76207b3612fcd838c5d73c8","Thermische Behandlung von CFK-Abfällen","article","","2018-01-01",0,"[""Christian Adam"", ""P. Quicker""]","openalex","https://openalex.org/W2893882709","2026-06-15 16:12:02"
"work_510e0d2cd3935cfd7daa4ab7","person_a76207b3612fcd838c5d73c8","A cross-platform format to associate NMR-extracted data (NMReDATA) to chemical structures","article","","2018-01-01",0,"[""Mate Erdelyi"", ""Marion Pupier"", ""Jean‐Marc Nuzillard"", ""Julien Wist"", ""Nils E. Schlörer"", ""Stefan Kühn"", ""Christoph Steinbeck"", ""Antony Williams"", ""Craig P. Butts"", ""Timothy D. W. Claridge"", ""B. M. Mikhova"", ""Wolfgang Robien"", ""Hesam Dashti"", ""Hamid R. Eghbalnia"", ""Christophe Farès"", ""Christian Adam"", ""Kessler Pavel"", ""Fabrice Moriaud"", ""Mikhail Elyashberg"", ""Dimitris Argyropoulos"", ""Manuel Llusá Pérez"", ""Patrick Giraudeau"", ""Roberto R. Gil"", ""Paul Trevorrow"", ""Damien Jeannerat""]","openalex","https://openalex.org/W2947253055","2026-06-15 16:12:07"
"work_60c0d613a6620832f318263d","person_a76207b3612fcd838c5d73c8","Nachbehandlung von Stahlwerksschlacken und deren Verwertung als Klinkermaterial","article","","2018-01-01",0,"[""Burkart Adamczyk"", ""Katharina Schraut"", ""Christian Adam""]","openalex","https://openalex.org/W2957101876","2026-06-15 16:12:09"
"work_6f53e6fcef5f2628f04808b7","person_a76207b3612fcd838c5d73c8","Verwertung von Klärschlamm","article","","2018-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W2900985198","2026-06-15 16:12:03"
"work_a39332325acd457ca17307e9","person_a76207b3612fcd838c5d73c8","Advantages of recycling gypsum plasterboards","article","","2018-01-01",0,"[""Karin Weimann"", ""Christian Adam""]","openalex","https://openalex.org/W2953440106","2026-06-15 16:12:08"
"work_a479a79cb9400df4e3490ab2","person_a76207b3612fcd838c5d73c8","Phosphorus recovery from wastewater - Developments and perspective in Germany","article","","2018-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W2918862223","2026-06-15 16:12:06"
"work_ad1effc80050004cc1c08b89","person_a76207b3612fcd838c5d73c8","Pflanzenverfügbarkeit und agronomische Effizienz von klärschlammbasierten Phosphor (P)-Recyclingdüngern","article","","2018-01-01",0,"[""Sylvia Kratz"", ""Christian Adam"", ""Christian Vogel""]","openalex","https://openalex.org/W2899690431","2026-06-15 16:12:03"
"work_ee1e41c3983e823ba098927d","person_a76207b3612fcd838c5d73c8","Experimental findings and modelling of the hydration of low pH cements – relevance of C-A-S-H phases","article","","2018-01-01",0,"[""N. Ait Mouheb"", ""Vanessa Montoya"", ""Dieter Schild"", ""E. Soballa"", ""Christian Adam"", ""T. Schäfer""]","openalex","https://openalex.org/W2909620730","2026-06-15 16:12:04"
"work_d1bf0852f170c0e98e868802","person_a76207b3612fcd838c5d73c8","Air and chlorine gas corrosion of different silicon carbides analyzed by nano-Fourier-transform infrared (nano-FTIR) spectroscopy","journal-article","Corrosion Science","2018-02",9,"[""Christian Vogel"", ""Péter Hermann"", ""Bernd Kästner"", ""Burkart Adamczyk"", ""Arne Hoehl"", ""G. Ulm"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2772445930","2026-06-15 16:11:18"
"work_3fa863f9d3d224de814e4777","person_a76207b3612fcd838c5d73c8","Combined disc pelletisation and thermal treatment of MSWI fly ash","journal-article","Waste Management","2018-03",59,"[""Florian Huber"", ""Hannes Herzel"", ""Christian Adam"", ""Ole Mallow"", ""Dominik Blasenbauer"", ""Johann Fellner""]","openalex+crossref","https://openalex.org/W2778745513","2026-06-15 16:10:01"
"work_4c3d260e18ac4f682d73acee","person_a76207b3612fcd838c5d73c8","Wastewater as a resource: From rare earth metals to phosphorus","book-chapter","Phosphorus: Polluter and Resource of the Future – Removal and Recovery from Wastewater","2018-06-15",1,"[""Christian Adam"", ""Oliver Krüger""]","openalex+crossref","https://openalex.org/W2886104490","2026-06-15 16:11:30"
"work_982f321750657e34d53d9046","person_a76207b3612fcd838c5d73c8","Search For (Sub)Stellar Companions Of Exoplanet Host Stars","article","PubMed Central","2018-07-19",0,"[""M. Mugrauer"", ""C. Ginski"", ""N. Vogt"", ""R. Neuhäuser"", ""Christian Adam""]","openalex","https://openalex.org/W39618590","2026-06-15 16:12:23"
"work_22187430801d1dfbf12d58db","person_a76207b3612fcd838c5d73c8","Fate of heavy metals and polycyclic aromatic hydrocarbons (PAH) in sewage sludge carbonisates and ashes – A risk assessment to a thermochemical phosphorus-recycling process","journal-article","Waste Management","2018-08",15,"[""Daniel Steckenmesser"", ""Christian Vogel"", ""Leonard Böhm"", ""Benjamin Justus Heyde"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2810847693","2026-06-15 16:10:58"
"work_d1d220f5743117b4e23fbf3e","person_a76207b3612fcd838c5d73c8","Combining diffusive gradients in thin films (DGT) and spectroscopic techniques for the determination of phosphorus species in soils","journal-article","Analytica Chimica Acta","2019-01",17,"[""Christian Vogel"", ""Ryo Sekine"", ""Daniel Steckenmesser"", ""Enzo Lombi"", ""Hannes Herzel"", ""Lucia Zuin"", ""Dongniu Wang"", ""Roberto Félix"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2890145798","2026-06-15 16:10:54"
"work_e026347cf41e6f623a6df652","person_a76207b3612fcd838c5d73c8","Influence of wood ash pre-treatment on leaching behaviour, liming and fertilising potential","journal-article","Waste Management","2019-01",26,"[""Alberto Maresca"", ""Oliver Krüger"", ""Hannes Herzel"", ""Christian Adam"", ""Ute Kalbe"", ""Thomas Fruergaard Astrup""]","openalex+crossref","https://openalex.org/W2901120623","2026-06-15 16:10:38"
"work_48a90b6983e6c0ea6a21800b","person_a76207b3612fcd838c5d73c8","Formation and chemical stabilisation of tricalcium-silicate during solidification from the melt of post-treated metallurgical slags","article","","2019-01-01",0,"[""Burkart Adamczyk"", ""Sebastian Simon"", ""Julia von Werder"", ""Birgit Meng"", ""Dietmar Stephan"", ""Florian Kargl"", ""Christian Adam""]","openalex","https://openalex.org/W3027668247","2026-06-15 16:12:13"
"work_63f59f7ceab4dfb8ce1335c4","person_a76207b3612fcd838c5d73c8","What is in your opinion the fertiliser of the future","article","","2019-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W2999378081","2026-06-15 16:12:11"
"work_6707f23ba732a9558972eb6f","person_a76207b3612fcd838c5d73c8","Auswirkungen der novellierten AbfKlärV auf die Kreislaufführung von Pflanzennährstoffen","article","","2019-01-01",0,"[""Theresa Sichler"", ""Christian Adam"", ""David Montag"", ""J. Ehm"", ""Matthias Barjenbruch"", ""Johannes Pinnekamp""]","openalex","https://openalex.org/W3085585307","2026-06-15 16:12:15"
"work_969878bd896f2529c0d90843","person_a76207b3612fcd838c5d73c8","Thermal zinc extraction from steel mill dust","article","","2019-01-01",0,"[""Gerhard Auer"", ""Marina Spanka"", ""Christopher Hamann"", ""Christian Adam""]","openalex","https://openalex.org/W3186603779","2026-06-15 16:12:21"
"work_d2c1217381c78ae371e027cc","person_a76207b3612fcd838c5d73c8","Breites Leistungsspektrum - Für die Phosphorrückgewinnung aus Abwasser und Klärschlamm stehen aus technischer und ökonomischer Sicht verschiedene Verfahren zur Verfügung","article","The first resource","2019-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W2946441666","2026-06-15 16:12:07"
"work_e2abd7e38b20a1cfb81bdf48","person_a76207b3612fcd838c5d73c8","Rückgewinnung von Zink aus Stahlwerksstäuben durch gemeinsame Behandlung mit chloridhaltigen Reststoffen","article","","2019-01-01",0,"[""Christopher Hamann"", ""M. Spanka"", ""Dirk Stolle"", ""Christian Adam"", ""G. Auer""]","openalex","https://openalex.org/W2921854960","2026-06-15 16:12:06"
"work_3efe95ef50106dbfa2512714","person_a76207b3612fcd838c5d73c8","Agronomic performance of P recycling fertilizers and methods to predict it: a review","journal-article","Nutrient Cycling in Agroecosystems","2019-09",143,"[""Sylvia Kratz"", ""Christian Vogel"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2955787412","2026-06-15 16:09:56"
"work_fc9f659654efcf533b679074","person_a76207b3612fcd838c5d73c8","Taking the EU to Court","book","Palgrave Studies in European Union Politics","2020",26,"[""Christian Adam"", ""Michael W. Bauer"", ""Miriam Hartlapp"", ""Emmanuelle Mathieu""]","openalex+crossref","https://openalex.org/W4239860381","2026-06-15 16:10:11"
"work_4e21a6d334f9821fee591de5","person_a76207b3612fcd838c5d73c8","Uranium and thorium species in phosphate rock and sewage sludge ash based phosphorus fertilizers","journal-article","Journal of Hazardous Materials","2020-01",40,"[""Christian Vogel"", ""Marie C. Hoffmann"", ""Mareike C. Taube"", ""Oliver Krüger"", ""Rafał Baran"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2970148653","2026-06-15 16:10:26"
"work_3fadc245cc9ac994e4b0b135","person_a76207b3612fcd838c5d73c8","Recyclingphosphate in der Düngung – Nutzen und Grenzen","article","","2020-01-01",1,"[""F. Wiesler"", ""K. Hund-Rinke"", ""E. George"", ""J.-M. Greef"", ""Francieli Cristina Zamboni Holz"", ""L.E. Hölze"", ""K.-J. Hülsbergen"", ""Seeliger Martin"", ""K. Severin"", ""S. Spielvogel"", ""P. Geiger"", ""C. Nawotke"", ""H. Kehlenbeck"", ""H. Schenkel"", ""Christian Adam"", ""E. Bloem"", ""D. Frank"", ""H.E. Goldbach"", ""M. Heene"", ""S. Kratz"", ""A. Kruse"", ""K. Möller"", ""J. Pinnekamp"", ""O.F. Schoumans"", ""Christian Vogel"", ""S. Wulf""]","openalex","https://openalex.org/W3108496292","2026-06-15 16:11:36"
"work_51d3f6799b3cff373dec0b01","person_a76207b3612fcd838c5d73c8","Phosphorus recovery in Germany – recent developments","article","","2020-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W3134897984","2026-06-15 16:12:18"
"work_7afb7b9276fb3d2d8c4c3aff","person_a76207b3612fcd838c5d73c8","Tantalrecycling aus pyrometallurgischen Rückständen","article","","2020-01-01",0,"[""Mareike Carolin Taube"", ""Burkart Adamczyk"", ""Christian Adam"", ""Ines Feldmann"", ""Markus Ostermann"", ""M. Reuter"", ""M. Stelter""]","openalex","https://openalex.org/W3094591706","2026-06-15 16:12:16"
"work_7d90143039db3746bb6dc943","person_a76207b3612fcd838c5d73c8","Phosphatdüngemittel aus Klärschlammaschen","article","","2020-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W3037802306","2026-06-15 16:12:14"
"work_ad9fe49870d2607f7f86d5df","person_a76207b3612fcd838c5d73c8","Technische Möglichkeiten der Abfallvermeidung in der Stahlproduktion","article","","2020-01-01",1,"[""Christian Adam"", ""Katharina E. Schraut"", ""Eric Weingart"", ""C. Hamann""]","openalex","https://openalex.org/W3119330798","2026-06-15 16:11:37"
"work_c50688e76f77fcfe61811ce2","person_a76207b3612fcd838c5d73c8","End-of-Life Carbon Fiber Reinforced Polymers in Steelmaking - Accessing a C-Rich Residue Stream as Alternative Reducing Agent","article","","2020-01-01",1,"[""Florian Loose"", ""Johann Hee"", ""Adib Hanna"", ""Kai Ulrich Schlögel"", ""Peter Quicker"", ""Burkart Adamczyk"", ""Christian Adam""]","openalex","https://openalex.org/W3120734952","2026-06-15 16:11:37"
"work_c76993fb540ef779da30d1ae","person_a76207b3612fcd838c5d73c8","Recycling von metallurgischen Rückständen - Schmelzversuche zeigen, wie die Tantalrückgewinnung aus Zinnschlacken und weiteren Reststoffen optimiert werden kann","article","The first resource","2020-01-01",0,"[""Mareike Carolin Taube"", ""Christian Adam"", ""Burkart Adamczyk"", ""Tobias Beckmann"", ""Markus A. Reuter"", ""Michael Stelter""]","openalex","https://openalex.org/W3034121431","2026-06-15 16:12:14"
"work_6f04ef9151ea7d863786180e","person_a76207b3612fcd838c5d73c8","11 Beyond Mein Kampf: Bestsellers, Writers, Readers and the Politics of Literature in Nazi Germany","book-chapter","The Edinburgh History of Reading","2020-04-28",1,"[""Christian Adam""]","openalex+crossref","https://openalex.org/W4234051003","2026-06-15 16:11:31"
"work_03d82a53bd8a85dffdab13af","person_a76207b3612fcd838c5d73c8","Circular economy model framework in the European water and wastewater sector","journal-article","Journal of Material Cycles and Waste Management","2020-05",316,"[""Marzena Smol"", ""Christian Adam"", ""Michał Preisner""]","openalex+crossref","https://openalex.org/W2999336461","2026-06-15 16:09:52"
"work_a4e8cd77ff3bf4cf10f57698","person_a76207b3612fcd838c5d73c8","Effects of a nitrification inhibitor on nitrogen species in the soil and the yield and phosphorus uptake of maize","journal-article","Science of The Total Environment","2020-05",27,"[""Christian Vogel"", ""Ryo Sekine"", ""Jianyin Huang"", ""Daniel Steckenmesser"", ""Diedrich Steffens"", ""Thomas Huthwelker"", ""Camelia N. Borca"", ""A. Real"", ""Hiram Castillo‐Michel"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W3001994504","2026-06-15 16:10:10"
"work_e38b9e53a8ef5f36b7c77555","person_a76207b3612fcd838c5d73c8","Use of nutrients from wastewater for the fertilizer industry - approaches towards the implementation of the circular economy (CE)","journal-article","Desalination and Water Treatment","2020-05",14,"[""Marzena Smol"", ""Christian Adam"", ""Oliver Krüger""]","openalex+crossref","https://openalex.org/W3027334593","2026-06-15 16:11:12"
"work_1f667df3720bedc9f8f80eb1","person_a76207b3612fcd838c5d73c8","Multilevel conflict over policy application–detecting changing cleavage patterns","book-chapter","Public Policy and the CJEU’s Power","2020-05-21",0,"[""Christian Adam""]","openalex+crossref","https://openalex.org/W4250893718","2026-06-15 16:12:27"
"work_4cabad05c0037dba31e8f0d7","person_a76207b3612fcd838c5d73c8","From high judges to policy stakeholders: a public policy approach to the CJEU’s power","book-chapter","Public Policy and the CJEU’s Power","2020-05-21",2,"[""Emmanuelle Mathieu"", ""Christian Adam"", ""Miriam Hartlapp""]","openalex+crossref","https://openalex.org/W4240456759","2026-06-15 16:11:34"
