"id","author_id","work_title","work_type","venue_name","publication_date","citation_count","authors","source","source_url","import_time"
"work_25cd07b4f46ed0252a1351d4","person_a76207b3612fcd838c5d73c8","A POSSIBLE DETECTION OF OCCULTATION BY A PROTO-PLANETARY CLUMP IN GM Cephei","journal-article","The Astrophysical Journal","2012-06-01",12,"[""Wu Chen"", ""S. C.-L. Hu"", ""R. Errmann"", ""Christian Adam"", ""Stefan Baar"", ""A. Berndt"", ""Ł. Bukowiecki"", ""D. Dimitrov"", ""T. Eisenbeiß"", ""S. Fiedler"", ""C. Ginski"", ""C. Gräfe"", ""Jinli Guo"", ""M. M. Hohle"", ""H. Y. Hsiao"", ""R. Janulis"", ""M. Kitze"", ""H. C. Lin"", ""Chien-Cheng Lin"", ""G. Maciejewski"", ""C. Marka"", ""Laurence A. Marschall"", ""M. Moualla"", ""M. Mugrauer"", ""R. Neuhäuser"", ""T. Pribulla"", ""St. Raetz"", ""T. Röll"", ""E. O. Schmidt"", ""Judy Schmidt"", ""T. O. B. Schmidt"", ""Martin Seeliger"", ""L. Trepl"", ""César Briceño"", ""R. Chini"", ""Eric L. N. Jensen"", ""E. H. Nikogossian"", ""A. K. Pandey"", ""J. Sperauskas"", ""H. Takahashi"", ""F. M. Walter"", ""Zhenyu Wu"", ""X. Zhou""]","openalex+crossref","https://openalex.org/W2113662835","2026-06-15 16:11:02"
"work_d9616222701fc4eae3faa030","person_a76207b3612fcd838c5d73c8","Resources from Waste","journal-article","Chemie Ingenieur Technik","2012-07",9,"[""Franz‐Georg Simon"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W1978573894","2026-06-15 16:11:25"
"work_38098d673c9402d456823d5f","person_a76207b3612fcd838c5d73c8","Rohstoffe aus Abfällen: Phosphorrückgewinnung aus Klärschlammaschen","journal-article","Chemie Ingenieur Technik","2012-08",0,"[""Christian Adam"", ""Ludwig Hermann""]","openalex+crossref","https://openalex.org/W2068516885","2026-06-15 16:11:52"
"work_6a9673a2591f24ca0986dd18","person_a76207b3612fcd838c5d73c8","Structural investigations on the impact of increasing MoO3 loadings inborosilicate glasses for the immobilization of Mo-rich nuclear wastes","article","","2013-01-01",0,"[""A. Kutzer"", ""Tonya Vitova"", ""Kristina O. Kvashnina"", ""T. Prüßmann"", ""Jörg Rothe"", ""Christian Adam"", ""Peter Kaden"", ""Denecke"", ""S. Weisenburger"", ""G. Roth"", ""Hörst Geckeis""]","openalex","https://openalex.org/W2965973890","2026-06-15 16:12:10"
"work_afdfb51146ef8790a9a22ea5","person_a76207b3612fcd838c5d73c8","Entretien avec Burman : manuscrit de Göttingen : précédé de Descartes en mouvement par Thibault Barrier","book","Medical Entomology and Zoology","2013-01-01",0,"[""René Descartes"", ""Christian Adam"", ""Thibault Barrier""]","openalex","https://openalex.org/W415383573","2026-06-15 16:12:23"
"work_e91ea46ae1ee9f68b4dcd06a","person_a76207b3612fcd838c5d73c8","Sewage sludge ashes - composition, mass flows, and recovery potential","article","","2013-01-01",2,"[""Oliver Krüger"", ""Christian Adam""]","openalex","https://openalex.org/W2964579064","2026-06-15 16:11:34"
"work_9b2d016715bce5237d9aa3f9","person_a76207b3612fcd838c5d73c8","Heavy Metal Removal from Sewage Sludge Ash by Thermochemical Treatment with Polyvinylchloride","journal-article","Environmental Science &amp; Technology","2013-01-02",85,"[""Christian Vogel"", ""Robert Exner"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2334004432","2026-06-15 16:10:15"
"work_1836f9f2f39d579471c14dfb","person_a76207b3612fcd838c5d73c8","Transit Timing Variations of TrES-2: a combined analysis of ground- and space-based photometry","article","Protostars and Planets VI Posters","2013-07-01",0,"[""Raetz"", ""C. Ginski"", ""M. Mugrauer"", ""A. Berndt"", ""T. Eisenbeiß"", ""Christian Adam"", ""M. Raetz"", ""T. Roell"", ""Martin Seeliger"", ""G. Maciejewski"", ""C. Marka"", ""M. Vaňko"", ""Ł. Bukowiecki"", ""R. Errmann"", ""M. Kitze"", ""J. Ohlert"", ""T. Pribulla"", ""Judy Schmidt"", ""Daniel Sebastian"", ""N. Tetzlaff"", ""M. M. Hohle"", ""Thomas Schmidt"", ""R. Neuhäuser""]","openalex","https://openalex.org/W3091492807","2026-06-15 16:12:16"
"work_87adfd3a39c62166794da405","person_a76207b3612fcd838c5d73c8","The low-mass companion of HIP 45314 (HR 3672)★","journal-article","Monthly Notices of the Royal Astronomical Society","2013-07-21",2,"[""Christian Adam"", ""R. Neuhäuser"", ""M. Mugrauer"", ""Judy Schmidt"", ""T. O. B. Schmidt""]","openalex+crossref","https://openalex.org/W2012110749","2026-06-15 16:11:33"
"work_2ce1b9e8677e3cbecc848599","person_a76207b3612fcd838c5d73c8","The Hercules-Lyra association revisited","journal-article","Astronomy &amp; Astrophysics","2013-08",43,"[""T. Eisenbeiß"", ""M. Ammler‐von Eiff"", ""T. Roell"", ""M. Mugrauer"", ""Christian Adam"", ""R. Neuhäuser"", ""T. O. B. Schmidt"", ""A. Bedalov""]","openalex+crossref","https://openalex.org/W4293676267","2026-06-15 16:10:23"
"work_2090a9b60bbcb0550ad228b4","person_a76207b3612fcd838c5d73c8","Evidence of formation of the tridymite form of AlPO <sub>4</sub> in some municipal sewage sludge ashes","journal-article","Powder Diffraction","2013-09",6,"[""B. Peplinski"", ""Christian Adam"", ""Burkart Adamczyk"", ""Ralf Müller"", ""R. Schadrack"", ""M. Michaelis"", ""Franziska Emmerling"", ""H. Reuther"", ""M. Menzel""]","openalex+crossref","https://openalex.org/W2118114391","2026-06-15 16:11:26"
"work_f1af2d2d73f4763f5111d937","person_a76207b3612fcd838c5d73c8","Determination of Phosphate Phases in Sewage Sludge Ash-Based Fertilizers by Raman Microspectroscopy","journal-article","Applied Spectroscopy","2013-09",16,"[""Christian Vogel"", ""Christian Adam"", ""Don McNaughton""]","openalex+crossref","https://openalex.org/W2075258128","2026-06-15 16:11:10"
"work_60e3113052fe8e961225f0f6","person_a76207b3612fcd838c5d73c8","Orbital motion of the binary brown dwarf companions HD 130948 BC around their host star","journal-article","Monthly Notices of the Royal Astronomical Society","2013-09-01",18,"[""C. Ginski"", ""R. Neuhäuser"", ""M. Mugrauer"", ""T. O. B. Schmidt"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W1985420892","2026-06-15 16:10:50"
"work_7de421d8cf4c6731dba069b0","person_a76207b3612fcd838c5d73c8","Determination of Phosphorus Fertilizer Soil Reactions by Raman and Synchrotron Infrared Microspectroscopy","journal-article","Applied Spectroscopy","2013-10",27,"[""Christian Vogel"", ""Christian Adam"", ""Ryo Sekine"", ""Tara L. Schiller"", ""Ewelina Lipiec"", ""Don McNaughton""]","openalex+crossref","https://openalex.org/W1998636327","2026-06-15 16:10:37"
"work_6ff53f3d9d2dc420c023a7d7","person_a76207b3612fcd838c5d73c8","CONSTRAINTS ON A SECOND PLANET IN THE WASP-3 SYSTEM","journal-article","The Astronomical Journal","2013-10-29",59,"[""G. Maciejewski"", ""A. Niedzielski"", ""A. Wolszczan"", ""G. Nowak"", ""R. Neuhäuser"", ""Joshua N. Winn"", ""B. Deka"", ""M. Adamów"", ""M. Górecka"", ""M. Fernández"", ""F. J. Aceituno"", ""J. Ohlert"", ""R. Errmann"", ""Martin Seeliger"", ""D. Dimitrov"", ""David W. Latham"", ""Gilbert A. Esquerdo"", ""Lee W. McKnight"", ""Matthew J. Holman"", ""Eric L. N. Jensen"", ""Ulrike I. Kramm"", ""T. Pribulla"", ""St. Raetz"", ""T. O. B. Schmidt"", ""C. Ginski"", ""S. Mottola"", ""S. Hellmich"", ""Christian Adam"", ""H. Gilbert"", ""M. Mugrauer"", ""G. Saral"", ""V. Popov"", ""M. Raetz""]","openalex+crossref","https://openalex.org/W1984551850","2026-06-15 16:10:00"
"work_74d092eb7bb803ffc1149bcd","person_a76207b3612fcd838c5d73c8","Stillstand als Programm : Ethik in Großer Koalition","article","","2013-12-13",0,"[""Christian Adam"", ""Christoph Knill""]","openalex","https://openalex.org/W638900785","2026-06-15 16:12:36"
"work_a65220ec07e3b8c8def95abb","person_a76207b3612fcd838c5d73c8","The Hercules-Lyra Association revisited New age estimation and multiplicity study","article","arXiv (Cornell University)","2013-12-14",25,"[""T. Eisenbeiß"", ""M. Ammler‐von Eiff"", ""T. Roell"", ""M. Mugrauer"", ""Christian Adam"", ""R. Neuhäeuser"", ""T. O. B. Schmidt"", ""A. Bedalov""]","openalex","https://openalex.org/W2046626655","2026-06-15 16:11:42"
"work_7428b20be6493e8dffc9457c","person_a76207b3612fcd838c5d73c8","The GDR Through the Eyes of the Stasi - Data Mining on the Secret Reports of the State Security Service of the former German Democratic Republic","proceedings-article","Proceedings of the International Conference on Knowledge Discovery and Information Retrieval","2014",0,"[""Christoph Kuras"", ""Thomas Efer"", ""Christian Adam"", ""Gerhard Heyer""]","openalex+crossref","https://openalex.org/W2002507416","2026-06-15 16:11:49"
"work_113552a37d8d2df9b1871445","person_a76207b3612fcd838c5d73c8","Phosphatdüngewirkung von thermisch aufbereiteter Klärschlammasche im Vergleich zu Triplesuperphosphat","article","","2014-01-01",0,"[""Maximilian Severin"", ""Joachim Breuer"", ""Martin Rex"", ""Jan Stemann"", ""Christian Adam"", ""Herman Van den Weghe"", ""Martin Kücke""]","openalex","https://openalex.org/W2949373711","2026-06-15 16:12:08"
"work_554e756005b6884e209e26a3","person_a76207b3612fcd838c5d73c8","Chemical state of chromium in sewage sludge ash based phosphorus-fertilisers","journal-article","Chemosphere","2014-05",39,"[""Christian Vogel"", ""Christian Adam"", ""Peter Kappen"", ""Tara L. Schiller"", ""Ewelina Lipiec"", ""Don McNaughton""]","openalex+crossref","https://openalex.org/W2068558567","2026-06-15 16:10:27"
"work_a345d1f1ae56883c963821c8","person_a76207b3612fcd838c5d73c8","Investigation of a transiting planet candidate in Trumpler 37: An astro‐physical false positive eclipsing spectroscopic binary star *","journal-article","Astronomische Nachrichten","2014-05",8,"[""R. Errmann"", ""Guillermo Torres"", ""T. O. B. Schmidt"", ""Martin Seeliger"", ""Andrew W. Howard"", ""G. Maciejewski"", ""R. Neuhäuser"", ""S. Meibom"", ""Aglaé Kellerer"", ""D. Dimitrov"", ""B. Dinçel"", ""C. Marka"", ""M. Mugrauer"", ""C. Ginski"", ""Christian Adam"", ""St. Raetz"", ""Judy Schmidt"", ""M. M. Hohle"", ""A. Berndt"", ""M. Kitze"", ""L. Trepl"", ""M. Moualla"", ""T. Eisenbeiß"", ""S. Fiedler"", ""A. Dathe"", ""Ch. Graefe"", ""Nicole Pawellek"", ""K. Schreyer"", ""D. Kjurkchieva"", ""V. Radeva"", ""Vergil Yotov"", ""Wen-Ping Chen"", ""S. C.-L. Hu"", ""Zhongcheng Wu"", ""Xin Zhou"", ""T. Pribulla"", ""J. Budaj"", ""M. Vaňko"", ""E. Kundra"", ""Ľ. Hambálek"", ""V. Krushevska"", ""Ł. Bukowiecki"", ""G. Nowak"", ""Laurence A. Marschall"", ""Hiroshi Terada"", ""D. Tomono"", ""M. Fernández"", ""A. Sota"", ""H. Takahashi"", ""Yumiko Oasa"", ""César Briceño"", ""R. Chini"", ""C. Broeg""]","openalex+crossref","https://openalex.org/W2171596106","2026-06-15 16:11:19"
"work_2f4b18cd020424cc28ddff13","person_a76207b3612fcd838c5d73c8","Complete Survey of German Sewage Sludge Ash","journal-article","Environmental Science &amp; Technology","2014-10-21",144,"[""Oliver Krüger"", ""Angela Grabner"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2330868948","2026-06-15 16:09:55"
"work_67d8dcc5b0c0582c3d418327","person_a76207b3612fcd838c5d73c8","Transit timing of TrES-2: a combined analysis of ground- and space-based photometry★","journal-article","Monthly Notices of the Royal Astronomical Society","2014-10-21",37,"[""St. Raetz"", ""G. Maciejewski"", ""C. Ginski"", ""M. Mugrauer"", ""A. Berndt"", ""T. Eisenbeiß"", ""Christian Adam"", ""M. Raetz"", ""T. Roell"", ""Martin Seeliger"", ""C. Marka"", ""M. Vaňko"", ""Ł. Bukowiecki"", ""R. Errmann"", ""M. Kitze"", ""J. Ohlert"", ""T. Pribulla"", ""Judy Schmidt"", ""Daniel Sebastian"", ""D. Puchalski"", ""N. Tetzlaff"", ""M. M. Hohle"", ""T. O. B. Schmidt"", ""R. Neuhäuser""]","openalex+crossref","https://openalex.org/W2065926142","2026-06-15 16:10:06"
"work_518457df4ab2ac501b15bedd","person_a76207b3612fcd838c5d73c8","Phosphate fertilizer value of heat treated sewage sludge ash","journal-article","Plant, Soil and Environment","2014-12-31",63,"[""Maximilian Severin"", ""Jane E. Breuer"", ""M. Rex"", ""Jan Stemann"", ""Christian Adam"", ""Herman Van den Weghe"", ""Martin Kücke""]","openalex+crossref","https://openalex.org/W2186348077","2026-06-15 16:10:19"
"work_152c19bcaced40fff5bcb520","person_a76207b3612fcd838c5d73c8","Secondary building materials from construction and demolition waste: environmental benefits and costs","article","","2015-01-01",0,"[""Karin Weimann"", ""Christian Adam""]","openalex","https://openalex.org/W2915314197","2026-06-15 16:12:05"
"work_b43a45e64366ed2cbbd31ceb","person_a76207b3612fcd838c5d73c8","Comparative review of ash processes","article","","2015-01-01",1,"[""Christian Adam"", ""Nina Eicher"", ""Ludwig Hermann"", ""Hannes Herzel"", ""Joachim Mallon"", ""Michael Schaaf"", ""Jan Stemann""]","openalex","https://openalex.org/W2943424247","2026-06-15 16:11:36"
"work_20d5f96e9e6e032378a290e4","person_a76207b3612fcd838c5d73c8","Nanocrystalline and stacking-disordered <i>β</i> -cristobalite AlPO <sub>4</sub> : the now deciphered main constituent of a municipal sewage sludge ash from a full-scale incineration facility","journal-article","Powder Diffraction","2015-06",5,"[""B. Peplinski"", ""Christian Adam"", ""Burkart Adamczyk"", ""Ralf Müller"", ""M. Michaelis"", ""Thoralf Krahl"", ""Franziska Emmerling""]","openalex+crossref","https://openalex.org/W2066240798","2026-06-15 16:11:24"
"work_a9503f8d70cebafb86ade32b","person_a76207b3612fcd838c5d73c8","PDJ volume 30 Supplement 1 Cover and Front matter","journal-article","Powder Diffraction","2015-06",1,"[""Michela Brunelli"", ""Paolo Scardi"", ""Jens‐Erik Jørgensen"", ""Andrea Bernasconi"", ""Jonathan P. Wright"", ""Nicholas Harker"", ""Dmytro Korablov"", ""Thomas Nielsen"", ""Flemming Besenbacher"", ""Torben R. Jensen"", ""Dieter Jehnichen"", ""Doris Pospiech"", ""Peter Friedel"", ""Guping He"", ""Alessandro Sepe"", ""Jianqi Zhang"", ""Christine M. Papadakis"", ""Rosa Taurino"", ""Jan Perlich"", ""Kenneth R. Beyerlein"", ""Christian Jooß"", ""Anton Barty"", ""Richard Bean"", ""Sébastien Boutet"", ""S. S. Dhesi"", ""R.B. Doak"", ""M. Först"", ""Lorenzo Galli"", ""Richard A. Kirian"", ""Joseph P. Kozak"", ""Michael Lang"", ""Roman Mankowsky"", ""M. Messerschmidt"", ""John C. H. Spence"", ""Dingjie Wang"", ""Uwe Weierstall"", ""Thomas A. White"", ""Garth J. Williams"", ""Oleksandr Yefanov"", ""Nadia A. Zatsepin"", ""A. Cavalleri"", ""Henry N. Chapman"", ""B. Peplinski"", ""Christian Adam"", ""Burkart Adamczyk"", ""R. Müller"", ""Moritz Michaelis"", ""Thoralf Krahl"", ""Franziska Emmerling"", ""Stefano Checchia"", ""Marco Scavini"", ""Mattia Allieta"", ""Michela Brunelli"", ""Claudio Ferrero"", ""Mauro Coduri"", ""; Simone"", ""T De Salvi"", ""Diego Tita"", ""Carlos De"", ""O Paiva-Santos"", ""Selma""]","openalex+crossref","https://openalex.org/W4230722942","2026-06-15 16:11:39"
"work_777f308732ccf954fdcdef93","person_a76207b3612fcd838c5d73c8","Ground-based transit observations of the HAT-P-18, HAT-P-19, HAT-P-27/WASP40 and WASP-21 systems","journal-article","Monthly Notices of the Royal Astronomical Society","2015-08-21",25,"[""Martin Seeliger"", ""M. Kitze"", ""R. Errmann"", ""S. Richter"", ""J. Ohlert"", ""Wu Chen"", ""Jinli Guo"", ""Ersin Göğüş"", ""Tolga Güver"", ""Berk Aydın"", ""S. Mottola"", ""S. Hellmich"", ""M. Fernández"", ""F. J. Aceituno"", ""D. Dimitrov"", ""D. Kjurkchieva"", ""Eric L. N. Jensen"", ""David H. Cohen"", ""E. Kundra"", ""T. Pribulla"", ""M. Vaňko"", ""J. Budaj"", ""M. Mallonn"", ""Zhen Wu"", ""X. Zhou"", ""St. Raetz"", ""Christian Adam"", ""T. O. B. Schmidt"", ""Aljoscha Ide"", ""M. Mugrauer"", ""Laurence A. Marschall"", ""M. Hackstein"", ""R. Chini"", ""Mary E. Haas"", ""T. Ak"", ""E. Güzel"", ""Aykut Özdönmez"", ""C. Ginski"", ""C. Marka"", ""Judy Schmidt"", ""B. Dinçel"", ""K. Werner"", ""A. Dathe"", ""J. Greif"", ""V. Wolf"", ""Sven Buder"", ""A. Pannicke"", ""D. Puchalski"", ""R. Neuhäuser""]","openalex+crossref","https://openalex.org/W2206047146","2026-06-15 16:10:45"
"work_58e3c815c3f726954687d6e1","person_a76207b3612fcd838c5d73c8","Thermal Treatment of Chromium(III) Oxide with Carbonates Analyzed by Far-Infrared Spectroscopy","journal-article","Applied Spectroscopy","2015-10",6,"[""Christian Vogel"", ""Jan Stemann"", ""K. Holldack"", ""Ryo Sekine"", ""Ewelina Lipiec"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2261323687","2026-06-15 16:11:04"
"work_c1e24eed6da45ffe3226f926","person_a76207b3612fcd838c5d73c8","Chemical State of Chromium, Sulfur, and Iron in Sewage Sludge Ash based Phosphorus Fertilizers","journal-article","ACS Sustainable Chemistry &amp; Engineering","2015-10-05",35,"[""Christian Vogel"", ""Martin Radtke"", ""Uwe Reinholz"", ""F. Schäfers"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2281572098","2026-06-15 16:10:31"
"work_d5b6e04e0aeea3a0a1cba52b","person_a76207b3612fcd838c5d73c8","Recovery potential of German sewage sludge ash","journal-article","Waste Management","2015-11",163,"[""Oliver Krüger"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2009513810","2026-06-15 16:09:53"
"work_e328e517de4873767afb857c","person_a76207b3612fcd838c5d73c8","Thermochemical treatment of sewage sludge ash with sodium salt additives for phosphorus fertilizer production – Analysis of underlying chemical reactions","journal-article","Waste Management","2015-11",72,"[""Jan Stemann"", ""B. Peplinski"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W974706225","2026-06-15 16:10:17"
"work_8bc024a818abc3d5fd7fbede","person_a76207b3612fcd838c5d73c8","Optimized elemental analysis of fluorescence lamp shredder waste","journal-article","Talanta","2016-01",20,"[""Julia Hobohm"", ""Kerstin Kuchta"", ""Oliver Krüger"", ""Sebastian van Wasen"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2191876795","2026-06-15 16:11:10"
"work_bb111e5306a7df757fe466df","person_a76207b3612fcd838c5d73c8","Sewage sludge ash — A promising secondary phosphorus source for fertilizer production","journal-article","Science of The Total Environment","2016-01",327,"[""Hannes Herzel"", ""Oliver Krüger"", ""Ludwig Hermann"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W1259616427","2026-06-15 16:09:51"
"work_25f35a8ce6c6cdb406261949","person_a76207b3612fcd838c5d73c8","Phosphorrecycling mittels Kombination von Nieder-Temperatur-Konvertierung und thermochemischem Aufschluss von biogenen Reststoffen","article","Organic Eprints (International Centre for Research in Organic Food Systems, and Research Institute of Organic Agriculture)","2016-01-01",0,"[""Daniel Steckenmesser"", ""Christian Vogel"", ""Christian Adam"", ""Diedrich Steffens""]","openalex","https://openalex.org/W2732473172","2026-06-15 16:12:00"
"work_320631a91ae4a113186f7d78","person_a76207b3612fcd838c5d73c8","Phosphorrückgewinnung und Recycling aus dem Abwasser","article","","2016-01-01",0,"[""Christian Adam"", ""Ch. Kabbe""]","openalex","https://openalex.org/W2409612882","2026-06-15 16:11:54"
"work_49a34780b8027ce3ad7052bb","person_a76207b3612fcd838c5d73c8","Hans Speidel und Ernst Jünger","monograph","","2016-01-01",1,"[""Dieter Krüger"", ""Christian Adam"", ""Zentrum für Militärgeschichte und""]","openalex+crossref","https://openalex.org/W2974943523","2026-06-15 16:11:41"
"work_511d6948a9c67880ec2a6b1d","person_a76207b3612fcd838c5d73c8","A thermochemical process for fertilizer production from sewage sludge ashes investigated from lab to industrial scale","article","","2016-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W2944763187","2026-06-15 16:12:07"
"work_794567e9716f5a75769d1950","person_a76207b3612fcd838c5d73c8","Enzymkatalysierte Synthese von Schmierstoffen aus Altfett","article","","2016-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W2560624545","2026-06-15 16:11:56"
"work_83e657f6fdabf7a24127fbfe","person_a76207b3612fcd838c5d73c8","Sustainability in the production of Recycled Concrete Aggregates","article","","2016-01-01",0,"[""Karin Weimann"", ""Christian Adam""]","openalex","https://openalex.org/W2726087326","2026-06-15 16:11:59"
"work_1f0f81b76b776f916c5cf124","person_a76207b3612fcd838c5d73c8","Thermochemical treatment of sewage sludge ash with sodium additives under reducing conditions analyzed by thermogravimetry","journal-article","Journal of Thermal Analysis and Calorimetry","2016-02",20,"[""Christian Vogel"", ""Oliver Krüger"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W1812232229","2026-06-15 16:10:49"
"work_7637d95869c2c2083bb3e17c","person_a76207b3612fcd838c5d73c8","Phosphorus recovery from the wastewater stream—necessity and possibilities","journal-article","Desalination and Water Treatment","2016-07",18,"[""Oliver Krüger"", ""Kazi Parvez Fattah"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2341079150","2026-06-15 16:10:39"
"work_20f7581057775c3390daa94f","person_a76207b3612fcd838c5d73c8","Chemical state of mercury and selenium in sewage sludge ash based P-fertilizers","journal-article","Journal of Hazardous Materials","2016-08",24,"[""Christian Vogel"", ""Oliver Krüger"", ""Hannes Herzel"", ""Lucia Amidani"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2334150621","2026-06-15 16:10:46"
"work_4bd73aee62d4e4771f7ba15d","person_a76207b3612fcd838c5d73c8","VizieR Online Data Catalog: Time-series photometry of IC 348 (Fritzewski+, 2016)","article","VizieR Online Data Catalog","2016-08-01",0,"[""D. J. Fritzewski"", ""M. Kitze"", ""M. Mugrauer"", ""R. Neuhäuser"", ""Christian Adam"", ""César Briceño"", ""Sven Buder"", ""T. Butterley"", ""Wu Chen"", ""B. Dinçel"", ""V. S. Dhillon"", ""R. Errmann"", ""Z. Garai"", ""H. Gilbert"", ""C. Ginski"", ""J. Greif"", ""L. K. Hardy"", ""J. Hernández"", ""Pei-Jung Huang"", ""A. Kellerer"", ""E. Kundra"", ""S. P. Littlefair"", ""M. Mallonn"", ""C. Marka"", ""A. Pannicke"", ""T. Pribulla"", ""Raetz"", ""P. Schmidt"", ""T. O. B. Schmidt"", ""Martin Seeliger"", ""Richard Wilson"", ""Veronika Wolf""]","openalex","https://openalex.org/W2990495391","2026-06-15 16:12:11"
"work_bfa7d2c73c7a361a6b3dc071","person_a76207b3612fcd838c5d73c8","YETI observations of the young transiting planet candidate CVSO 30 b","journal-article","Monthly Notices of the Royal Astronomical Society","2016-08-11",18,"[""St. Raetz"", ""T. O. B. Schmidt"", ""S. Czesla"", ""T. Klocová"", ""Lewis Holmes"", ""R. Errmann"", ""M. Kitze"", ""M. Fernández"", ""A. Sota"", ""César Briceño"", ""J. I. Gónzalez Hernández"", ""Juan José Downes"", ""D. Dimitrov"", ""D. Kjurkchieva"", ""V. Radeva"", ""Zhen Wu"", ""Xin Zhou"", ""H. Takahashi"", ""Tomáš Henych"", ""Martin Seeliger"", ""M. Mugrauer"", ""Christian Adam"", ""C. Marka"", ""Judy Schmidt"", ""M. M. Hohle"", ""C. Ginski"", ""T. Pribulla"", ""L. Trepl"", ""M. Moualla"", ""Nicole Pawellek"", ""Jakob Gelszinnis"", ""Sven Buder"", ""Suhail Masda"", ""G. Maciejewski"", ""R. Neuhäuser""]","openalex+crossref","https://openalex.org/W2408167942","2026-06-15 16:10:51"
"work_e5cdbd636b4f87fc80e8f351","person_a76207b3612fcd838c5d73c8","Microspectroscopy – Promising Techniques to Characterize Phosphorus in Soil","journal-article","Communications in Soil Science and Plant Analysis","2016-10-10",16,"[""Christian Vogel"", ""Camille Rivard"", ""Ichiro Tanabe"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2519231945","2026-06-15 16:10:55"
"work_c0907d2347449013054906f0","person_a76207b3612fcd838c5d73c8","Long-term photometry of IC 348 with the Young Exoplanet Transit Initiative network","journal-article","Monthly Notices of the Royal Astronomical Society","2016-11-01",13,"[""D. J. Fritzewski"", ""M. Kitze"", ""M. Mugrauer"", ""R. Neuhäuser"", ""Christian Adam"", ""César Briceño"", ""Sven Buder"", ""T. Butterley"", ""W.-P. Chen"", ""B. Dinçel"", ""V. S. Dhillon"", ""R. Errmann"", ""Z. Garai"", ""H. Gilbert"", ""C. Ginski"", ""J. Greif"", ""L. K. Hardy"", ""J. I. Gónzalez Hernández"", ""Pi‐Chun Huang"", ""Aglaé Kellerer"", ""E. Kundra"", ""S. P. Littlefair"", ""M. Mallonn"", ""C. Marka"", ""A. Pannicke"", ""T. Pribulla"", ""St. Raetz"", ""Judy Schmidt"", ""T. O. B. Schmidt"", ""Martin Seeliger"", ""Richard Wilson"", ""V. Wolf""]","openalex+crossref","https://openalex.org/W2499850730","2026-06-15 16:11:14"
"work_615812a65fc4d506bbe815ca","person_a76207b3612fcd838c5d73c8","SUSAN - Sustainable and safe re-use of municipal sewage sludge for nutrient recovery","article","","2017-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W2592739287","2026-06-15 16:11:57"
"work_6bfb97b9aefb467cbfb09b1a","person_a76207b3612fcd838c5d73c8","Structural investigations on radioactive materials in solution by NMR-Spectroscopy","article","Repository KITopen (Karlsruhe Institute of Technology)","2017-01-01",0,"[""Christian Adam"", ""C. Wagner"", ""Andrej Skerencak-Frech"", ""P. Weßling"", ""Andreas Geist"", ""Petra J. Panak""]","openalex","https://openalex.org/W2781670714","2026-06-15 16:12:01"
"work_798b7d9954234d2f14c18c63","person_a76207b3612fcd838c5d73c8","Verfahren zur thermischen Klärschlammbehandlung","article","","2017-01-01",0,"[""Christian Adam""]","openalex","https://openalex.org/W2773367033","2026-06-15 16:12:01"
"work_95f8b5a32f51190ee48f87de","person_a76207b3612fcd838c5d73c8","RecArc - Verwertung von Rückständen aus der Metallurgie mit der Lichtbogentechnologie","article","","2017-01-01",0,"[""Burkart Adamczyk"", ""Franz‐Georg Simon"", ""Christian Adam""]","openalex","https://openalex.org/W2583615122","2026-06-15 16:11:56"
"work_fdca9c45ea455b0fb4c29d0f","person_a76207b3612fcd838c5d73c8","RECDEMO - Vollständige Verwertung der Sandfraktion aus dem Bauschuttrecycling","article","","2017-01-01",1,"[""Karin Weimann"", ""Christian Adam""]","openalex","https://openalex.org/W2584674390","2026-06-15 16:11:44"
"work_b92da430e5d6dcad033e3c1c","person_a76207b3612fcd838c5d73c8","Recycling oriented comparison of mercury distribution in new and spent fluorescent lamps and their potential risk","journal-article","Chemosphere","2017-02",30,"[""Julia Hobohm"", ""Oliver Krüger"", ""Srotoswini Basu"", ""Kerstin Kuchta"", ""Sebastian van Wasen"", ""Christian Adam""]","openalex+crossref","https://openalex.org/W2557340088","2026-06-15 16:10:35"
